"id"	"label"	"description"	"x"	"y"	"cluster"	"weight<EU pub.>"	"weight<Total  link strength>"	"weight<Mur pub.>"	"weight<Spain pub.>"	"weight<Links>"
322	322	"<table><tr><td>Micro-level field:</td><td>322</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>archives of virology; acta horticulturae; virology; plant disease; journal of virology</td></tr><tr><td>Terms:</td><td>viruse; complete genome sequence; cucumber mosaic virus; isolate; potato virus</td></tr></table>"	"-0.3761"	"-0.301"	4	6128	309949	148	1424	2169
3042	3042	"<table><tr><td>Micro-level field:</td><td>3042</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; journal of agricultural and food chemistry; food chemistry; scientia horticulturae; molecules</td></tr><tr><td>Terms:</td><td>pomegranate; punica granatum; punicalagin; urolithin; pomegranate peel extract</td></tr></table>"	"-0.5929"	"-0.3933"	4	710	108477	145	268	1948
1916	1916	"<table><tr><td>Micro-level field:</td><td>1916</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of agricultural and food chemistry; food chemistry; acta horticulturae; molecules; plos one</td></tr><tr><td>Terms:</td><td>sulforaphane; broccoli; glucosinolate; indole; carbinol</td></tr></table>"	"-0.5685"	"-0.3823"	4	2210	219165	139	361	2197
1298	1298	"<table><tr><td>Micro-level field:</td><td>1298</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>bioresource technology; acta horticulturae; waste management; compost science & utilization; environmental science and pollution research</td></tr><tr><td>Terms:</td><td>composting; sewage sludge; substrate; municipal solid waste; food waste</td></tr></table>"	"-0.0417"	"-0.2702"	4	2433	180516	134	813	2098
300	300	"<table><tr><td>Micro-level field:</td><td>300</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>environmental science and pollution research; chemosphere; international journal of phytoremediation; ecotoxicology and environmental safety; environmental pollution</td></tr><tr><td>Terms:</td><td>cadmium stress; cadmium toxicity; phytoextraction; arbuscular mycorrhizal fungi; copper stress</td></tr></table>"	"-0.1928"	"-0.3109"	4	5168	605152	132	986	2682
117	117	"<table><tr><td>Micro-level field:</td><td>117</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>science of the total environment; environmental science and pollution research; environmental monitoring and assessment; environmental pollution; chemosphere</td></tr><tr><td>Terms:</td><td>surface sediment; source identification; ecological risk assessment; source apportionment; street dust</td></tr></table>"	"0.1243"	"-0.2213"	4	6880	623050	127	1514	2929
583	583	"<table><tr><td>Micro-level field:</td><td>583</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; postharvest biology and technology; scientia horticulturae; food chemistry; journal of the science of food and agriculture</td></tr><tr><td>Terms:</td><td>mcp; methylcyclopropene; cold storage; controlled atmosphere storage; shelf life</td></tr></table>"	"-0.3579"	"-0.3266"	4	3225	312838	121	1051	2281
1248	1248	"<table><tr><td>Micro-level field:</td><td>1248</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>mycorrhiza; new phytologist; plant and soil; applied soil ecology; soil biology & biochemistry</td></tr><tr><td>Terms:</td><td>arbuscular mycorrhizal fungi; arbuscular; glomalin; maize; tomato</td></tr></table>"	"-0.3016"	"-0.2858"	4	3690	279460	118	660	1900
760	760	"<table><tr><td>Micro-level field:</td><td>760</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>catena; earth surface processes and landforms; geomorphology; land degradation & development; journal of hydrology</td></tr><tr><td>Terms:</td><td>soil erosion; water erosion; rainfall erosivity; rusle; sediment source</td></tr></table>"	"0.248"	"-0.0049"	4	4984	280809	96	1168	2026
51	51	"<table><tr><td>Micro-level field:</td><td>51</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of wildlife management; ibis; wilson journal of ornithology; ornithological applications; journal of raptor research</td></tr><tr><td>Terms:</td><td>farmland bird; nest survival; spring migration; nest predation; brood parasitism</td></tr></table>"	"-0.2061"	"-0.1028"	4	11924	515974	90	2613	2530
488	488	"<table><tr><td>Micro-level field:</td><td>488</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>meat science; journal of animal science; food chemistry; korean journal for food science of animal resources; foods</td></tr><tr><td>Terms:</td><td>carcass; carcass characteristic; meat quality; lamb; pig</td></tr></table>"	"-0.5295"	"-0.2883"	4	5834	291890	90	2155	2478
473	473	"<table><tr><td>Micro-level field:</td><td>473</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>tree physiology; trees-structure and function; dendrochronologia; forest ecology and management; forests</td></tr><tr><td>Terms:</td><td>tree ring; drought; sap flow; transpiration; delta c</td></tr></table>"	"0.0163"	"-0.0838"	4	7660	511381	90	1735	2397
1739	1739	"<table><tr><td>Micro-level field:</td><td>1739</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>estuarine coastal and shelf science; marine ecology progress series; aquatic botany; estuaries and coasts; marine pollution bulletin</td></tr><tr><td>Terms:</td><td>zostera marina; posidonia oceanica; eelgrass; thalassia testudinum; seagrass meadow</td></tr></table>"	"-0.1663"	"-0.1273"	4	3060	186738	90	834	1645
160	160	"<table><tr><td>Micro-level field:</td><td>160</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of essential oil research; journal of essential oil bearing plants; industrial crops and products; molecules; natural product communications</td></tr><tr><td>Terms:</td><td>carvacrol; thymol; essential oil yield; ocimum basilicum l; basil</td></tr></table>"	"-0.5757"	"-0.3919"	4	6239	625437	86	879	2793
373	373	"<table><tr><td>Micro-level field:</td><td>373</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of agricultural and food chemistry; food chemistry; fems yeast research; journal of the institute of brewing; yeast</td></tr><tr><td>Terms:</td><td>ethyl carbamate; volatile compound; oenococcus oeni; wine yeast; wine fermentation</td></tr></table>"	"-0.436"	"-0.3479"	4	10221	435163	84	2886	2655
131	131	"<table><tr><td>Micro-level field:</td><td>131</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>environmental toxicology and chemistry; ecotoxicology and environmental safety; aquatic toxicology; chemosphere; bulletin of environmental contamination and toxicology</td></tr><tr><td>Terms:</td><td>zinc; cadmium; metallothionein; copper; gill</td></tr></table>"	"-0.1666"	"-0.2286"	4	9808	612531	83	1492	2861
555	555	"<table><tr><td>Micro-level field:</td><td>555</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>marine policy; fisheries research; ices journal of marine science; canadian journal of fisheries and aquatic sciences; ocean & coastal management</td></tr><tr><td>Terms:</td><td>life cycle assessment; food security; seafood; small scale fishery; fisheries governance</td></tr></table>"	"-0.1737"	"-0.1063"	4	6440	345142	78	1177	2254
1474	1474	"<table><tr><td>Micro-level field:</td><td>1474</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>innovative food science & emerging technologies; journal of food engineering; lwt-food science and technology; journal of food science; journal of food processing and preservation</td></tr><tr><td>Terms:</td><td>electric field; ohmic heating; high pressure processing; high hydrostatic pressure; pef</td></tr></table>"	"-0.4112"	"-0.382"	4	3182	197023	77	1136	2273
240	240	"<table><tr><td>Micro-level field:</td><td>240</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; theoretical and applied genetics; genetic resources and crop evolution; euphytica; crop science</td></tr><tr><td>Terms:</td><td>rapd; issr; issr marker; apricot; inter simple sequence repeat</td></tr></table>"	"-0.3473"	"-0.3103"	4	4628	401408	76	904	2371
481	481	"<table><tr><td>Micro-level field:</td><td>481</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>biological control; journal of economic entomology; environmental entomology; biocontrol; entomologia experimentalis et applicata</td></tr><tr><td>Terms:</td><td>aphidiinae; carabidae; ground beetle; harmonia axyridis; trichogrammatidae</td></tr></table>"	"-0.2784"	"-0.1913"	4	5743	296857	76	806	2024
1262	1262	"<table><tr><td>Micro-level field:</td><td>1262</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>marine policy; ocean & coastal management; marine ecology progress series; journal of fish biology; frontiers in marine science</td></tr><tr><td>Terms:</td><td>artificial reef; marine spatial planning; marine reserf; integrated coastal management; gas platform</td></tr></table>"	"-0.1735"	"-0.1097"	4	3630	264057	72	659	1906
1665	1665	"<table><tr><td>Micro-level field:</td><td>1665</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; scientia horticulturae; hortscience; journal of the american pomological society; journal of horticultural science & biotechnology</td></tr><tr><td>Terms:</td><td>paclobutrazol; rootstock; tree; peach; crop load</td></tr></table>"	"-0.3249"	"-0.3125"	4	1553	94294	71	327	1606
57	57	"<table><tr><td>Micro-level field:</td><td>57</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>quaternary science reviews; quaternary international; palaeogeography palaeoclimatology palaeoecology; holocene; journal of paleolimnology</td></tr><tr><td>Terms:</td><td>benthic foraminifera; ostracoda; crustacea; stalagmite; speleothem</td></tr></table>"	"0.2325"	"-0.043"	4	17201	744958	70	1725	2502
659	659	"<table><tr><td>Micro-level field:</td><td>659</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>marine ecology progress series; estuarine coastal and shelf science; journal of experimental marine biology and ecology; marine pollution bulletin; journal of the marine biological association of the united kingdom</td></tr><tr><td>Terms:</td><td>nematoda; harpacticoida; marine nematode; bioturbation; meiofauna</td></tr></table>"	"-0.1683"	"-0.1296"	4	7781	366492	70	1096	2069
281	281	"<table><tr><td>Micro-level field:</td><td>281</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; plant cell tissue and organ culture; in vitro cellular & developmental biology-plant; plant cell reports; scientia horticulturae</td></tr><tr><td>Terms:</td><td>cryopreservation; rooting; somatic embryogenesis; plant regeneration; micropropagation</td></tr></table>"	"-0.3555"	"-0.3184"	4	3736	238196	67	772	2230
393	393	"<table><tr><td>Micro-level field:</td><td>393</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>science of the total environment; environmental science & technology; environmental pollution; chemosphere; environmental research</td></tr><tr><td>Terms:</td><td>methylmercury; mercury concentration; flue gas; coal; sediment</td></tr></table>"	"-0.0378"	"-0.2508"	4	4774	360075	65	983	3005
884	884	"<table><tr><td>Micro-level field:</td><td>884</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>bioresource technology; applied microbiology and biotechnology; enzyme and microbial technology; international biodeterioration & biodegradation; chemosphere</td></tr><tr><td>Terms:</td><td>decolorization; azo dye; laccase; laccase production; textile dye</td></tr></table>"	"-0.0391"	"-0.4452"	4	3803	320960	64	917	2404
1361	1361	"<table><tr><td>Micro-level field:</td><td>1361</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of apicultural research; apidologie; american bee journal; plos one; scientific reports</td></tr><tr><td>Terms:</td><td>varroa destructor; neonicotinoid insecticide; nosema ceranae; varroidae; paenibacillus larvae</td></tr></table>"	"-0.3076"	"-0.2168"	4	3143	199678	64	412	2468
1349	1349	"<table><tr><td>Micro-level field:</td><td>1349</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of agricultural and food chemistry; food chemistry; acta horticulturae; european journal of lipid science and technology; journal of the american oil chemists society</td></tr><tr><td>Terms:</td><td>olive mill wastewater; oleuropein; olea europaea l; hydroxytyrosol; olive tree</td></tr></table>"	"-0.4761"	"-0.3901"	4	6585	227631	63	2674	2636
2842	2842	"<table><tr><td>Micro-level field:</td><td>2842</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; journal of the professional association for cactus development; journal of arid environments; food chemistry; haseltonia</td></tr><tr><td>Terms:</td><td>cactaceae; opuntia ficus indica; cactus pear; opuntia spp; betalain</td></tr></table>"	"-0.446"	"-0.3994"	4	726	68991	62	183	1843
2058	2058	"<table><tr><td>Micro-level field:</td><td>2058</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>veterinary microbiology; plos one; journal of clinical microbiology; veterinary record; infection and immunity</td></tr><tr><td>Terms:</td><td>mycoplasma pneumoniae; mycoplasma; mycoplasma gallisepticum; child; ureaplasma urealyticum</td></tr></table>"	"-0.6403"	"-0.2074"	4	2102	83086	58	267	1863
6	6	"<table><tr><td>Micro-level field:</td><td>6</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>atmospheric environment; atmospheric chemistry and physics; journal of geophysical research-atmospheres; environmental science & technology; science of the total environment</td></tr><tr><td>Terms:</td><td>organic aerosol; isoprene; secondary organic aerosol formation; new particle formation; source apportionment</td></tr></table>"	"0.326"	"-0.0367"	4	16517	911687	57	1536	3270
886	886	"<table><tr><td>Micro-level field:</td><td>886</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>marine pollution bulletin; science of the total environment; environmental pollution; journal of hazardous materials; chemosphere</td></tr><tr><td>Terms:</td><td>microplastic; effect; review; impact; distribution</td></tr></table>"	"0.0158"	"-0.2871"	4	5247	283909	57	742	3034
3058	3058	"<table><tr><td>Micro-level field:</td><td>3058</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; scientia horticulturae; journal of horticultural science & biotechnology; hortscience; euphytica</td></tr><tr><td>Terms:</td><td>self incompatibility; s rnase; pollen; self; brassica</td></tr></table>"	"-0.3536"	"-0.3156"	4	624	41423	57	221	1065
17	17	"<table><tr><td>Micro-level field:</td><td>17</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>molecular ecology; conservation genetics; conservation genetics resources; molecular ecology notes; molecular ecology resources</td></tr><tr><td>Terms:</td><td>microsatellite marker; polymorphic microsatellite loci; local adaptation; isolation; effective population size</td></tr></table>"	"-0.2489"	"-0.1543"	4	14317	1150191	55	2569	2832
774	774	"<table><tr><td>Micro-level field:</td><td>774</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>applied animal behaviour science; journal of dairy science; animals; animal welfare; journal of animal science</td></tr><tr><td>Terms:</td><td>digital dermatitis; boar taint; environmental enrichment; animal welfare; castration</td></tr></table>"	"-0.5754"	"-0.1619"	4	7404	198262	55	588	2721
981	981	"<table><tr><td>Micro-level field:</td><td>981</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>science of the total environment; chemosphere; environmental science and pollution research; bioresource technology; journal of hazardous materials</td></tr><tr><td>Terms:</td><td>biochar application; biochar amendment; biochar; black carbon; pyrolysis temperature</td></tr></table>"	"0.1526"	"-0.3517"	4	2876	464218	55	462	2444
2206	2206	"<table><tr><td>Micro-level field:</td><td>2206</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; biosystems engineering; scientia horticulturae; computers and electronics in agriculture; hortscience</td></tr><tr><td>Terms:</td><td>greenhouse; cfd; computational fluid dynamic; natural ventilation; sweet pepper</td></tr></table>"	"0.023"	"-0.1499"	4	1255	60065	54	300	1850
2146	2146	"<table><tr><td>Micro-level field:</td><td>2146</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>forensic science international; journal of forensic sciences; journal of medical entomology; international journal of legal medicine; zootaxa</td></tr><tr><td>Terms:</td><td>diptera; calliphoridae; muscidae; sarcophagidae; new species</td></tr></table>"	"-0.3567"	"-0.1587"	4	1877	57927	54	255	2017
1053	1053	"<table><tr><td>Micro-level field:</td><td>1053</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>mycotaxon; mycologia; phytotaxa; mycorrhiza; mycological progress</td></tr><tr><td>Terms:</td><td>basidiomycota; agaricales; polyporales; ectomycorrhizal fungi; pakistan</td></tr></table>"	"-0.2848"	"-0.2526"	4	4963	245317	53	801	2148
10	10	"<table><tr><td>Micro-level field:</td><td>10</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of climate; climate dynamics; geophysical research letters; international journal of climatology; journal of geophysical research-atmospheres</td></tr><tr><td>Terms:</td><td>indian summer monsoon rainfall; madden julian oscillation; mjo; east asian winter monsoon; seasonal climate summary southern hemisphere</td></tr></table>"	"0.3585"	"0.0147"	4	12635	1055923	51	1438	2870
783	783	"<table><tr><td>Micro-level field:</td><td>783</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of food protection; international journal of food microbiology; food control; food microbiology; applied and environmental microbiology</td></tr><tr><td>Terms:</td><td>listeriosis; cronobacter spp; listeria monocytogenes strain; enterobacter sakazakii</td></tr></table>"	"-0.5202"	"-0.2895"	4	5281	269805	49	768	2545
183	183	"<table><tr><td>Micro-level field:</td><td>183</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>applied and environmental microbiology; environmental science & technology; chemosphere; applied microbiology and biotechnology; journal of hazardous materials</td></tr><tr><td>Terms:</td><td>biosurfactant; dioxygenase; crude oil; rhamnolipid; production</td></tr></table>"	"-0.0098"	"-0.3422"	4	6566	530909	48	922	2803
2751	2751	"<table><tr><td>Micro-level field:</td><td>2751</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>fisheries research; journal of the marine biological association of the united kingdom; marine biology; marine ecology progress series; ices journal of marine science</td></tr><tr><td>Terms:</td><td>cephalopoda; octopus vulgaris; octopodidae; ommastrephidae; octopus</td></tr></table>"	"-0.1827"	"-0.1146"	4	1649	57456	46	489	1640
230	230	"<table><tr><td>Micro-level field:</td><td>230</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>frontiers in plant science; molecular plant-microbe interactions; plant physiology; plant journal; molecular plant pathology</td></tr><tr><td>Terms:</td><td>xanthomonas oryzae; oryzae; magnaporthe oryzae; rice blast; bacterial blight</td></tr></table>"	"-0.3585"	"-0.3129"	4	6803	892680	45	772	2588
946	946	"<table><tr><td>Micro-level field:</td><td>946</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>chemosphere; environmental science & technology; science of the total environment; journal of agricultural and food chemistry; journal of environmental science and health part b-pesticides food contaminants and agricultural wastes</td></tr><tr><td>Terms:</td><td>atrazine; pesticide; chlorpyrifo; diuron; metolachlor</td></tr></table>"	"-0.0179"	"-0.3332"	4	3878	277674	45	628	2474
372	372	"<table><tr><td>Micro-level field:</td><td>372</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>sustainability; ecological indicators; land; ecosystem services; land use policy</td></tr><tr><td>Terms:</td><td>land use change; cellular automata; agent; ecosystem service value; force</td></tr></table>"	"0.1068"	"0.4132"	4	6255	606182	43	955	2893
551	551	"<table><tr><td>Micro-level field:</td><td>551</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>chemosphere; science of the total environment; aquatic toxicology; environmental science & technology; environmental toxicology and chemistry</td></tr><tr><td>Terms:</td><td>beta estradiol; nonylphenol; alpha ethinylestradiol; bisphenol s; estrogen</td></tr></table>"	"-0.2373"	"-0.3171"	4	5079	539485	42	774	2869
1304	1304	"<table><tr><td>Micro-level field:</td><td>1304</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>zootaxa; plos one; shilap-revista de lepidopterologia; zookeys; molecular ecology resources</td></tr><tr><td>Terms:</td><td>environmental dna; edna; dna metabarcoding; arctiinae; erebidae</td></tr></table>"	"-0.2453"	"-0.1579"	4	3456	246571	42	486	2272
305	305	"<table><tr><td>Micro-level field:</td><td>305</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>poultry science; journal of animal science; animal feed science and technology; journal of applied poultry research; revista brasileira de zootecnia-brazilian journal of animal science</td></tr><tr><td>Terms:</td><td>pig; phytase; acid digestibility; sow; microbial phytase</td></tr></table>"	"-0.5794"	"-0.2569"	4	5526	363162	41	717	2552
1086	1086	"<table><tr><td>Micro-level field:</td><td>1086</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of experimental biology; comparative biochemistry and physiology a-molecular & integrative physiology; aquaculture; journal of fish biology; journal of comparative physiology b-biochemical systems and environmental physiology</td></tr><tr><td>Terms:</td><td>hypoxia; hypoxia tolerance; clove oil; eugenol; acclimation</td></tr></table>"	"-0.2826"	"-0.134"	4	3678	310432	41	429	2305
1425	1425	"<table><tr><td>Micro-level field:</td><td>1425</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of bacteriology; molecular microbiology; proceedings of the national academy of sciences of the united states of america; journal of biological chemistry; microbiology-sgm</td></tr><tr><td>Terms:</td><td>myxococcus; gamma glutamic acid; bacterial flagellar motor; germination; bacillus subtilis spore</td></tr></table>"	"-0.5156"	"-0.292"	4	3422	292397	40	333	2234
253	253	"<table><tr><td>Micro-level field:</td><td>253</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>chemosphere; environmental science & technology; science of the total environment; environmental pollution; environment international</td></tr><tr><td>Terms:</td><td>aryl hydrocarbon receptor; polybrominated diphenyl ether; tetrachlorodibenzo p dioxin; hexabromocyclododecane; brominated flame retardant</td></tr></table>"	"-0.2378"	"-0.304"	4	6990	528052	39	1104	2943
422	422	"<table><tr><td>Micro-level field:</td><td>422</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>plant physiology; frontiers in plant science; plant journal; journal of experimental botany; plant cell</td></tr><tr><td>Terms:</td><td>auxin transport; arf; brassinosteroid biosynthesis; auxin response factor; lateral root initiation</td></tr></table>"	"-0.3503"	"-0.3161"	4	6159	718601	39	696	2522
2406	2406	"<table><tr><td>Micro-level field:</td><td>2406</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; plant disease; crop protection; european journal of plant pathology; phytopathology</td></tr><tr><td>Terms:</td><td>verticillium wilt; soil solarization; fusarium oxysporum f; dichloropropene; methyl bromide</td></tr></table>"	"-0.3516"	"-0.3103"	4	1152	84813	38	417	1488
