"id"	"label"	"description"	"x"	"y"	"cluster"	"weight<EU pub.>"	"weight<Total  link strength>"	"weight<Mur pub.>"	"weight<Spain pub.>"	"weight<Links>"
1072	1072	"<table><tr><td>Micro-level field:</td><td>1072</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of geophysical research-atmospheres; international conference on lightning protection; ieee transactions on electromagnetic compatibility; ieee transactions on power delivery; geophysical research letters</td></tr><tr><td>Terms:</td><td>lightning; thunderstorm; cloud; transmission line; sprite</td></tr></table>"	"0.6486"	"-0.0681"	5	2011	55481	9	294	1690
692	692	"<table><tr><td>Micro-level field:</td><td>692</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of lightwave technology; optics express; ieee photonics technology letters; proceedings of spie; international conference on transparent optical networks-icton</td></tr><tr><td>Terms:</td><td>elastic optical network; mode fiber; spectrum assignment; mode division; co ofdm system</td></tr></table>"	"0.9852"	"-0.1284"	5	2390	81773	9	266	1676
1391	1391	"<table><tr><td>Micro-level field:</td><td>1391</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; expert systems with applications; bioinformatics; bmc bioinformatics; neurocomputing</td></tr><tr><td>Terms:</td><td>gene selection; cancer classification; unsupervised feature selection; microarray data; feature subset selection</td></tr></table>"	"0.5573"	"0.452"	5	1181	234507	9	263	3243
133	133	"<table><tr><td>Micro-level field:</td><td>133</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee access; security and communication networks; ieice transactions on fundamentals of electronics communications and computer sciences; information sciences</td></tr><tr><td>Terms:</td><td>lattice; encryption scheme; signature scheme; keyword search; cloud storage</td></tr></table>"	"0.7618"	"0.5357"	5	1809	163734	9	225	2241
2217	2217	"<table><tr><td>Micro-level field:</td><td>2217</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>international journal of production research; european journal of operational research; computers & industrial engineering; lecture notes in computer science; transportation research part e-logistics and transportation review</td></tr><tr><td>Terms:</td><td>retrieval system; automated container terminal; berth allocation problem; warehouse; quay crane scheduling problem</td></tr></table>"	"0.6247"	"0.5266"	5	1149	41802	9	114	1501
1373	1373	"<table><tr><td>Micro-level field:</td><td>1373</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee transactions on computers; acm transactions on storage; ieee symposium on mass storage systems and technologies proceedings-msst; ieee transactions on parallel and distributed systems</td></tr><tr><td>Terms:</td><td>nand flash memory; ssd; solid state drife; persistent memory; flash</td></tr></table>"	"0.7749"	"0.5288"	5	453	53729	9	81	1887
325	325	"<table><tr><td>Micro-level field:</td><td>325</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee international conference on communications; ieee transactions on wireless communications; ieee global communications conference; ieee access; ieee vehicular technology conference proceedings</td></tr><tr><td>Terms:</td><td>caching; d2d communication; femtocell network; content caching; device</td></tr></table>"	"0.8286"	"0.4892"	5	2805	235525	8	371	2381
425	425	"<table><tr><td>Micro-level field:</td><td>425</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; future generation computer systems-the international journal of escience; cluster computing-the journal of networks software tools and applications; ieee international conference on cloud computing; journal of supercomputing</td></tr><tr><td>Terms:</td><td>cloud data center; virtual machine placement; live migration; cloud application; cloud computing</td></tr></table>"	"0.7293"	"0.5485"	5	1771	183560	8	354	2575
31	31	"<table><tr><td>Micro-level field:</td><td>31</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee conference on computer vision and pattern recognition; ieee access; proceedings of spie; remote sensing</td></tr><tr><td>Terms:</td><td>chest x ray image; vehicle detection; medical image segmentation; pneumonia; covid</td></tr></table>"	"0.6213"	"0.4313"	5	2522	1033616	8	328	3585
1261	1261	"<table><tr><td>Micro-level field:</td><td>1261</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee congress on evolutionary computation; ieee transactions on evolutionary computation; applied soft computing; information sciences</td></tr><tr><td>Terms:</td><td>objective optimization; multi objective evolutionary algorithm; decomposition; moea d</td></tr></table>"	"0.6925"	"0.4098"	5	1720	167965	8	309	2462
339	339	"<table><tr><td>Micro-level field:</td><td>339</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee global telecommunications conference (globecom); computer communications; computer networks; ieee infocom</td></tr><tr><td>Terms:</td><td>tcp; atm network; tcp performance; congestion control; active queue management</td></tr></table>"	"0.7883"	"0.5302"	5	2453	87937	8	275	1852
2196	2196	"<table><tr><td>Micro-level field:</td><td>2196</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>statistics & probability letters; extremes; journal of multivariate analysis; communications in statistics-theory and methods; journal of operational risk</td></tr><tr><td>Terms:</td><td>operational risk; tail dependence; copulas; tail index; extreme</td></tr></table>"	"0.449"	"0.4048"	5	2630	58939	8	234	1938
1320	1320	"<table><tr><td>Micro-level field:</td><td>1320</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>linear algebra and its applications; match-communications in mathematical and in computer chemistry; discrete applied mathematics; discrete mathematics; ars combinatoria</td></tr><tr><td>Terms:</td><td>topological index; energy; spectral radius; eigenvalue; wiener index</td></tr></table>"	"0.9931"	"0.4261"	5	1315	33300	8	217	1692
2340	2340	"<table><tr><td>Micro-level field:</td><td>2340</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; aaai conference on artificial intelligence; frontiers in artificial intelligence and applications; artificial intelligence; proceedings of the international conference on automated planning and scheduling</td></tr><tr><td>Terms:</td><td>planning; interactive storytelling; classical planning; automated planning; heuristic search</td></tr></table>"	"0.6288"	"0.5882"	5	879	26902	8	189	1304
1518	1518	"<table><tr><td>Micro-level field:</td><td>1518</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee access; ieee transactions on vehicular technology; ieee internet of things journal; sensors; ieee global communications conference</td></tr><tr><td>Terms:</td><td>drone; unmanned aerial vehicle; uav; flying ad hoc network; uav network</td></tr></table>"	"0.8002"	"0.4843"	5	1374	129801	8	187	2145
1199	1199	"<table><tr><td>Micro-level field:</td><td>1199</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; ieee international conference on image processing icip; lecture notes in computer science; international workshop on quality of multimedia experience; ieee transactions on image processing</td></tr><tr><td>Terms:</td><td>reference image quality assessment; qoe; http; experience; wireless network</td></tr></table>"	"0.7183"	"0.4693"	5	1236	108704	8	178	2150
1046	1046	"<table><tr><td>Micro-level field:</td><td>1046</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; proceedings of spie; ieee international conference on image processing icip; ieee international symposium on biomedical imaging; ieee engineering in medicine and biology society conference proceedings</td></tr><tr><td>Terms:</td><td>active contour; left ventricle; liver segmentation; snake; active shape model</td></tr></table>"	"0.5576"	"0.3938"	5	1505	141537	8	162	2525
2324	2324	"<table><tr><td>Micro-level field:</td><td>2324</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee wireless communications letters; ieee communications letters; ieee transactions on communications; ieee international conference on communications; ieee global communications conference</td></tr><tr><td>Terms:</td><td>molecular communication; reconfigurable intelligent surface; intelligent; surface; diffusion</td></tr></table>"	"0.8366"	"0.4728"	5	1169	79785	8	74	2190
1962	1962	"<table><tr><td>Micro-level field:</td><td>1962</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>journal of inequalities and applications; linear algebra and its applications; mathematical inequalities & applications; journal of mathematical inequalities; journal of mathematical analysis and applications</td></tr><tr><td>Terms:</td><td>convex function; time scale; jensen; integral inequality; hermite hadamard type inequality</td></tr></table>"	"1.1634"	"0.178"	5	592	21089	8	65	998
3145	3145	"<table><tr><td>Micro-level field:</td><td>3145</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>semigroup forum; communications in algebra; lecture notes in computer science; international journal of algebra and computation; journal of algebra</td></tr><tr><td>Terms:</td><td>semigroup; variety; order; idempotent; congruence</td></tr></table>"	"1.1808"	"0.3002"	5	860	3888	8	43	263
1986	1986	"<table><tr><td>Micro-level field:</td><td>1986</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>international journal of bifurcation and chaos; journal of differential equations; journal of mathematical analysis and applications; journal of nonlinear mathematical physics; nonlinear dynamics</td></tr><tr><td>Terms:</td><td>integrability; abelian integral; limit cycle; cyclicity; foliation</td></tr></table>"	"1.0569"	"0.1151"	5	2837	31183	7	1374	1205
1508	1508	"<table><tr><td>Micro-level field:</td><td>1508</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>computer aided geometric design; international journal of advanced manufacturing technology; computer-aided design; journal of computational and applied mathematics; lecture notes in computer science</td></tr><tr><td>Terms:</td><td>axi; tool path generation; axis machining; bezier curf; tool path</td></tr></table>"	"0.7986"	"0.207"	5	1599	44216	7	354	1789
1812	1812	"<table><tr><td>Micro-level field:</td><td>1812</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>journal of functional analysis; journal of operator theory; proceedings of the american mathematical society; journal of mathematical analysis and applications; studia mathematica</td></tr><tr><td>Terms:</td><td>leavitt path; k theory; groupoid; higher rank graph; fourier algebra</td></tr></table>"	"1.2124"	"0.202"	5	2254	15248	7	252	345
729	729	"<table><tr><td>Micro-level field:</td><td>729</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee access; sensors; ieee internet of things journal; sustainability</td></tr><tr><td>Terms:</td><td>blockchain technology; ethereum; smart contracts; bitcoin; supply chain</td></tr></table>"	"0.7191"	"0.546"	5	1958	185003	7	238	2664
2071	2071	"<table><tr><td>Micro-level field:</td><td>2071</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on antennas and propagation; ieee antennas and propagation society international symposium; ieee antennas and wireless propagation letters; proceedings of the european conference on antennas and propagation; microwave and optical technology letters</td></tr><tr><td>Terms:</td><td>reflectarray; dual band frequency selective surface; fss; ka band</td></tr></table>"	"0.9889"	"-0.0654"	5	868	40105	7	226	1068
2099	2099	"<table><tr><td>Micro-level field:</td><td>2099</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; procedia social and behavioral sciences; communications in computer and information science; computers & education; edulearn proceedings</td></tr><tr><td>Terms:</td><td>adaptive e; ontology; semantic web technology; adaptive hypermedia system; styles</td></tr></table>"	"0.1231"	"0.7688"	5	733	37744	7	194	1471
1081	1081	"<table><tr><td>Micro-level field:</td><td>1081</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; expert systems with applications; communications in computer and information science; ieee transactions on knowledge and data engineering; knowledge and information systems</td></tr><tr><td>Terms:</td><td>association rule; mining; frequent itemset; efficient mining; sequential pattern mining</td></tr></table>"	"0.5978"	"0.5546"	5	1142	75206	7	189	2417
1669	1669	"<table><tr><td>Micro-level field:</td><td>1669</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; games and economic behavior; economics letters; journal of economic theory; management science</td></tr><tr><td>Terms:</td><td>online auction; combinatorial auction; procurement auction; bidder; public procurement</td></tr></table>"	"0.4115"	"0.6846"	5	1742	68880	7	178	1438
968	968	"<table><tr><td>Micro-level field:</td><td>968</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee transactions on services computing; proceedings of the ieee international conference on services computing scc; communications in computer and information science; lecture notes in business information processing</td></tr><tr><td>Terms:</td><td>qos; service selection; web service discovery; web services composition; composite web service</td></tr></table>"	"0.6731"	"0.5934"	5	1295	82184	7	160	1935
2435	2435	"<table><tr><td>Micro-level field:</td><td>2435</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Life and earth sciences</td></tr><tr><td>Sources:</td><td>sensors; atmospheric environment; atmosphere; lecture notes in computer science; science of the total environment</td></tr><tr><td>Terms:</td><td>wireless sensor network; iot; smart city; air quality prediction; thing</td></tr></table>"	"0.4377"	"0.2152"	5	904	96089	7	159	2393
1630	1630	"<table><tr><td>Micro-level field:</td><td>1630</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>international journal of advanced manufacturing technology; computer-aided design; advanced materials research; lecture notes in computer science; applied mechanics and materials</td></tr><tr><td>Terms:</td><td>step nc; assembly sequence; feature recognition; geometric constraint; virtual assembly</td></tr></table>"	"0.5784"	"0.5378"	5	1110	51006	7	153	1797
743	743	"<table><tr><td>Micro-level field:</td><td>743</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; wireless personal communications; communications in computer and information science; ieee wireless communications and networking conference; ieee global telecommunications conference (globecom)</td></tr><tr><td>Terms:</td><td>manet; wormhole attack; mobile ad hoc network; dsr; aodv</td></tr></table>"	"0.7832"	"0.5284"	5	806	81966	7	144	1680
1341	1341	"<table><tr><td>Micro-level field:</td><td>1341</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on smart grid; lecture notes in computer science; ieee access; ieee power and energy society general meeting pesgm; ieee conference on decision and control</td></tr><tr><td>Terms:</td><td>cyber physical system; industrial control system; false data injection attack; denial; privacy</td></tr></table>"	"0.7522"	"0.4626"	5	913	129041	7	115	2052
2183	2183	"<table><tr><td>Micro-level field:</td><td>2183</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee transactions on computer-aided design of integrated circuits and systems; design automation conference dac; design automation and test in europe conference and exhibition; ieee transactions on very large scale integration (vlsi) systems</td></tr><tr><td>Terms:</td><td>smartphone; energy efficient scheduling; speed scaling; sustainability; functional decomposition</td></tr></table>"	"0.7814"	"0.5092"	5	590	40803	7	108	1446
2290	2290	"<table><tr><td>Micro-level field:</td><td>2290</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; proceedings-computer security foundations workshop; ieee symposium on security and privacy; proceedings ieee computer security foundations symposium; communications in computer and information science</td></tr><tr><td>Terms:</td><td>security protocols; secure information flow; formal analysis; cryptographic protocol; noninterference</td></tr></table>"	"0.7353"	"0.5741"	5	889	28275	7	104	967
2148	2148	"<table><tr><td>Micro-level field:</td><td>2148</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; ieee international symposium on circuits and systems; ieee transactions on electron devices; ieee transactions on circuits and systems i-regular papers; ieee journal of solid-state circuits</td></tr><tr><td>Terms:</td><td>cellular neural network; cnn; cmos image sensor; image processing; pixel</td></tr></table>"	"0.8427"	"0.1122"	5	672	29402	7	92	1576
1619	1619	"<table><tr><td>Micro-level field:</td><td>1619</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>annual ieee symposium on field-programmable custom computing machines; international conference on field programmable logic and applications; lecture notes in computer science; design automation and test in europe conference and exhibition; ieee international symposium on circuits and systems</td></tr><tr><td>Terms:</td><td>convolutional neural network; cnn accelerator; reram; cnns; deep neural network</td></tr></table>"	"0.791"	"0.4652"	5	693	97386	7	91	1976
2313	2313	"<table><tr><td>Micro-level field:</td><td>2313</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee intelligent vehicles symposium; ieee international conference on intelligent transportation systems-itsc; ieee transactions on intelligent transportation systems; lecture notes in computer science; ieee international conference on intelligent robots and systems</td></tr><tr><td>Terms:</td><td>trajectory prediction; driver identification; automated driving system; smartphone; autonomous driving</td></tr></table>"	"0.6378"	"0.4795"	5	539	75493	7	75	1674
3177	3177	"<table><tr><td>Micro-level field:</td><td>3177</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; lecture notes in business information processing; ieee software; journal of systems and software; information and software technology</td></tr><tr><td>Terms:</td><td>microservice; serverless; microservice architecture; serverless application; continuous experimentation</td></tr></table>"	"0.6684"	"0.6145"	5	270	25217	7	45	1392
2624	2624	"<table><tr><td>Micro-level field:</td><td>2624</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; theoretical computer science; distributed computing; information processing letters; journal of parallel and distributed computing</td></tr><tr><td>Terms:</td><td>leader election; self; population protocols; radio network; self stabilization</td></tr></table>"	"0.8019"	"0.519"	5	1013	20539	7	28	821
242	242	"<table><tr><td>Micro-level field:</td><td>242</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>statistics in medicine; communications in statistics-theory and methods; computational statistics & data analysis; statistics & probability letters; journal of statistical planning and inference</td></tr><tr><td>Terms:</td><td>empirical likelihood; coefficient model; current status data; failure time data; nonparametric regression</td></tr></table>"	"0.4171"	"0.4098"	5	7347	230876	6	911	3072
347	347	"<table><tr><td>Micro-level field:</td><td>347</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>computer methods in applied mechanics and engineering; siam journal on numerical analysis; journal of computational and applied mathematics; siam journal on scientific computing; computers & mathematics with applications</td></tr><tr><td>Terms:</td><td>posteriori error analysis; mixed finite element method; div; second order elliptic problem; stokes equation</td></tr></table>"	"0.9164"	"-0.0551"	5	7664	157576	6	846	1930
657	657	"<table><tr><td>Micro-level field:</td><td>657</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; european journal of operational research; computers & operations research; transportation science; computers & industrial engineering</td></tr><tr><td>Terms:</td><td>vehicle routing problem; delivery problem; time windows; pickup; salesman problem</td></tr></table>"	"0.6284"	"0.5224"	5	4069	156660	6	552	2161
22	22	"<table><tr><td>Micro-level field:</td><td>22</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>microwave and optical technology letters; ieee transactions on antennas and propagation; ieee antennas and propagation society international symposium; ieee antennas and wireless propagation letters; electronics letters</td></tr><tr><td>Terms:</td><td>monopole antenna; f antenna; mutual coupling reduction; mimo; pifa</td></tr></table>"	"0.9773"	"-0.006"	5	3143	131456	6	455	2134
1433	1433	"<table><tr><td>Micro-level field:</td><td>1433</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>fuzzy sets and systems; journal of intelligent & fuzzy systems; soft computing; lecture notes in computer science; information sciences</td></tr><tr><td>Terms:</td><td>fuzzy differential equation; numerical solution; fuzzy linear system; transportation problem; fuzzy random variable</td></tr></table>"	"0.6624"	"0.4698"	5	1136	76634	6	398	2013
517	517	"<table><tr><td>Micro-level field:</td><td>517</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; future generation computer systems-the international journal of escience; concurrency and computation-practice & experience; journal of parallel and distributed computing; journal of supercomputing</td></tr><tr><td>Terms:</td><td>grid; grid environment; heterogeneous computing system; grid computing; provenance</td></tr></table>"	"0.7288"	"0.5478"	5	2383	107493	6	368	2574
1721	1721	"<table><tr><td>Micro-level field:</td><td>1721</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; international journal of approximate reasoning; proceedings of machine learning research; journal of machine learning research; advances in neural information processing systems</td></tr><tr><td>Terms:</td><td>bayesian network; causal discovery; graphical model; structure learning</td></tr></table>"	"0.5238"	"0.4473"	5	1737	103495	6	319	2693
2361	2361	"<table><tr><td>Micro-level field:</td><td>2361</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; international conference on computer supported cooperative work in design; communications in computer and information science; frontiers in artificial intelligence and applications; journal of universal computer science</td></tr><tr><td>Terms:</td><td>model driven development; uml; model driven approach; web application; web information system</td></tr></table>"	"0.5804"	"0.6476"	5	989	20645	6	287	1288
157	157	"<table><tr><td>Micro-level field:</td><td>157</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; lecture notes in computer science; ieee international conference on image processing icip; ieee transactions on image processing; international conference on acoustics speech and signal processing icassp</td></tr><tr><td>Terms:</td><td>single image super resolution; image deblurring; face hallucination; blind deconvolution; speckle reduction</td></tr></table>"	"0.6567"	"0.3991"	5	2625	330513	6	283	2875
1372	1372	"<table><tr><td>Micro-level field:</td><td>1372</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; frontiers in education conference; ieee global engineering education conference; advances in intelligent systems and computing; acm transactions on computing education</td></tr><tr><td>Terms:</td><td>computational thinking; pair programming; robotics; scratch; block</td></tr></table>"	"0.122"	"0.7569"	5	775	54430	6	229	1853
2072	2072	"<table><tr><td>Micro-level field:</td><td>2072</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ieee transactions on power delivery; international conference on harmonics and quality of power; electric power systems research; ieee transactions on industry applications; energies</td></tr><tr><td>Terms:</td><td>power quality disturbance; dynamic voltage restorer; classification; voltage sags; s transform</td></tr></table>"	"0.839"	"0.199"	5	537	41100	6	176	1451
2306	2306	"<table><tr><td>Micro-level field:</td><td>2306</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee international joint conference on neural networks (ijcnn); neurocomputing; neural networks; ieee transactions on neural networks</td></tr><tr><td>Terms:</td><td>map; self organizing; som; neural gas; fuzzy artmap</td></tr></table>"	"0.6047"	"0.4647"	5	839	37368	6	176	2113
2689	2689	"<table><tr><td>Micro-level field:</td><td>2689</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>entropy; physical review e; lecture notes in computer science; chaos; ieee engineering in medicine and biology society conference proceedings</td></tr><tr><td>Terms:</td><td>transfer entropy; granger causality; information theory; climate network; integrated information</td></tr></table>"	"0.4246"	"0.3759"	5	1140	93183	6	109	2243
1737	1737	"<table><tr><td>Micro-level field:</td><td>1737</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; computers & security; ieee security & privacy; ifip advances in information and communication technology; ieee access</td></tr><tr><td>Terms:</td><td>information security policy; phishing attack; employee; social engineering</td></tr></table>"	"0.461"	"0.6715"	5	820	79316	6	77	1862
2548	2548	"<table><tr><td>Micro-level field:</td><td>2548</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; expert systems with applications; ieee access; advances in intelligent systems and computing; journal of medical systems</td></tr><tr><td>Terms:</td><td>heart disease prediction; diabetes; coronary artery disease; diabetes mellitus; cardiovascular disease</td></tr></table>"	"0.4021"	"0.45"	5	454	88211	6	70	2782
811	811	"<table><tr><td>Micro-level field:</td><td>811</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ieee transactions on nuclear science; microelectronics reliability; ieee international symposium on defect and fault tolerance in vlsi systems; ieee radiation effects data workshop; ieee international on-line testing symposium</td></tr><tr><td>Terms:</td><td>soft error; single event transient; seu; fault injection; fpga</td></tr></table>"	"0.8561"	"0.3862"	5	2213	62757	5	417	1745
108	108	"<table><tr><td>Micro-level field:</td><td>108</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on power electronics; annual ieee applied power electronics conference and exposition (apec); ieee energy conversion congress and exposition; ieee transactions on industrial electronics; ieee industrial electronics society</td></tr><tr><td>Terms:</td><td>high step; dual active bridge converter; high voltage gain; llc resonant converter; solid state transformer</td></tr></table>"	"0.8544"	"0.176"	5	1881	163702	5	394	2003
272	272	"<table><tr><td>Micro-level field:</td><td>272</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; proceedings-ieee international conference on software maintenance; empirical software engineering; ieee transactions on software engineering; journal of systems and software</td></tr><tr><td>Terms:</td><td>software defect prediction; stack overflow; code smells; github; code review</td></tr></table>"	"0.6269"	"0.6185"	5	2309	154918	5	270	2340
66	66	"<table><tr><td>Micro-level field:</td><td>66</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee vehicular technology conference proceedings; ieee transactions on wireless communications; ieee international conference on communications; ieee global telecommunications conference (globecom); ieee transactions on communications</td></tr><tr><td>Terms:</td><td>mimo detection; multiuser mimo system; transmit antenna; lattice reduction; cell free massive mimo system</td></tr></table>"	"0.8385"	"0.4803"	5	3299	210961	5	267	1952
536	536	"<table><tr><td>Micro-level field:</td><td>536</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee international conference on communications; ieee global telecommunications conference (globecom); ieee vehicular technology conference proceedings; ieee infocom</td></tr><tr><td>Terms:</td><td>dcf; wlans; wireless lan; unlicensed spectrum; lte u</td></tr></table>"	"0.8083"	"0.5098"	5	1508	105065	5	267	1788
1700	1700	"<table><tr><td>Micro-level field:</td><td>1700</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; advances in intelligent systems and computing; international journal of human-computer interaction; universal access in the information society; interacting with computers</td></tr><tr><td>Terms:</td><td>kansei engineering; web accessibility; usability evaluation; usability; user experience</td></tr></table>"	"0.1765"	"0.7174"	5	1301	69891	5	257	2006
876	876	"<table><tr><td>Micro-level field:</td><td>876</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; design automation and test in europe conference and exhibition; design automation conference dac; ieee transactions on very large scale integration (vlsi) systems; ieee international symposium on circuits and systems</td></tr><tr><td>Terms:</td><td>nocs; chip network; chip router; chip architecture; adaptive routing</td></tr></table>"	"0.803"	"0.4754"	5	1589	61371	5	248	1689
1026	1026	"<table><tr><td>Micro-level field:</td><td>1026</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; ieee international conference on image processing icip; international conference on acoustics speech and signal processing icassp; lecture notes in computer science; ieee transactions on image processing</td></tr><tr><td>Terms:</td><td>lossless image compression; hyperspectral image; discrete wavelet; wavelet; medical image</td></tr></table>"	"0.7284"	"0.4585"	5	1082	48800	5	241	1714
